Payment_ID,Policy_ID,Customer_ID,Payment_Date,Payment_Amount,Payment_Method,Payment_Status,Payment_Type
PAY010570,POL003349,C01436,2024-12-24,5423.33,Net Banking,Paid,Premium
PAY010571,POL003349,C01436,2025-01-23,5423.33,UPI,Paid,Premium
PAY010572,POL003349,C01436,2025-02-22,5423.33,UPI,Paid,Premium
PAY010573,POL003349,C01436,2025-03-24,5423.33,UPI,Paid,Premium
PAY010574,POL003349,C01436,2025-05-23,5415.37,UPI,Failed,Premium
PAY010575,POL003349,C01436,2025-07-22,5423.33,Cheque,Paid,Premium
PAY010576,POL003349,C01436,2025-09-20,5423.33,Net Banking,Paid,Premium
PAY010577,POL003349,C01436,2025-11-19,5423.33,Credit Card,Paid,Premium
PAY010578,POL003350,C02352,2024-07-05,38590.0,Net Banking,Paid,Initial Payment
PAY010579,POL003350,C02352,2025-07-05,38590.0,Credit Card,Paid,Renewal
PAY010580,POL003351,C02999,2023-07-19,6880.0,Cheque,Paid,Initial Payment
PAY010581,POL003351,C02999,2024-07-18,6880.0,Auto-Debit,Paid,Renewal
PAY010582,POL003352,C04516,2024-08-12,143770.0,Auto-Debit,Paid,Initial Payment
PAY010583,POL003353,C04743,2023-09-25,88720.0,Cheque,Paid,Initial Payment
PAY010584,POL003354,C01003,2025-06-04,16957.5,UPI,Paid,Initial Payment
PAY010585,POL003354,C01003,2025-09-03,16957.5,Debit Card,Paid,Premium
PAY010586,POL003355,C03459,2025-01-11,34380.0,Credit Card,Paid,Initial Payment
PAY010587,POL003356,C03175,2023-12-26,4530.0,Auto-Debit,Paid,Initial Payment
PAY010588,POL003356,C03175,2024-03-26,4530.0,Net Banking,Paid,Premium
PAY010589,POL003356,C03175,2024-06-25,4530.0,Credit Card,Paid,Premium
PAY010590,POL003356,C03175,2024-09-24,4530.0,Auto-Debit,Paid,Premium
PAY010591,POL003356,C03175,2024-12-24,4530.0,Net Banking,Paid,Premium
PAY010592,POL003357,C01867,2025-01-25,18825.0,Auto-Debit,Paid,Initial Payment
PAY010593,POL003357,C01867,2025-04-26,18825.0,Net Banking,Paid,Premium
PAY010594,POL003357,C01867,2025-07-26,18825.0,Cheque,Paid,Premium
PAY010595,POL003358,C04490,2025-03-24,36680.0,Net Banking,Paid,Initial Payment
PAY010596,POL003359,C02177,2024-02-19,40800.0,Debit Card,Paid,Initial Payment
PAY010597,POL003360,C01103,2024-01-24,4083.33,Auto-Debit,Paid,Initial Payment
PAY010598,POL003360,C01103,2024-02-23,4083.33,Auto-Debit,Paid,Premium
PAY010599,POL003360,C01103,2024-06-22,4083.33,Net Banking,Paid,Premium
PAY010600,POL003360,C01103,2024-12-19,4083.33,UPI,Paid,Premium
PAY010601,POL003360,C01103,2025-02-17,4083.33,Auto-Debit,Paid,Premium
PAY010602,POL003360,C01103,2025-03-19,4083.33,Auto-Debit,Paid,Premium
PAY010603,POL003360,C01103,2025-04-18,4083.33,Debit Card,Paid,Premium
PAY010604,POL003360,C01103,2025-05-18,4061.06,Net Banking,Pending,Premium
PAY010605,POL003360,C01103,2025-07-17,4083.33,Net Banking,Paid,Premium
PAY010606,POL003360,C01103,2025-08-16,4083.33,Debit Card,Paid,Premium
PAY010607,POL003360,C01103,2025-09-15,4083.33,Net Banking,Paid,Premium
PAY010608,POL003360,C01103,2025-12-14,4083.33,Debit Card,Paid,Premium
PAY010609,POL003361,C04530,2025-09-22,38950.0,Cheque,Paid,Initial Payment
PAY010610,POL003362,C02052,2023-06-02,33630.0,Debit Card,Paid,Initial Payment
PAY010611,POL003363,C01554,2024-08-15,63020.0,UPI,Paid,Initial Payment
PAY010612,POL003364,C04754,2023-11-02,5083.33,Debit Card,Paid,Initial Payment
PAY010613,POL003364,C04754,2024-01-01,5083.33,Credit Card,Paid,Premium
PAY010614,POL003364,C04754,2024-03-01,5083.33,UPI,Paid,Premium
PAY010615,POL003364,C04754,2024-03-31,5083.33,Debit Card,Paid,Premium
PAY010616,POL003364,C04754,2024-06-29,5083.33,Debit Card,Paid,Premium
PAY010617,POL003364,C04754,2024-08-28,5083.33,Debit Card,Paid,Premium
PAY010618,POL003364,C04754,2024-09-27,5083.33,Credit Card,Paid,Premium
PAY010619,POL003364,C04754,2024-11-26,5083.33,UPI,Paid,Premium
PAY010620,POL003364,C04754,2024-12-26,5083.33,Debit Card,Paid,Premium
PAY010621,POL003364,C04754,2025-01-25,5083.33,Debit Card,Paid,Premium
PAY010622,POL003364,C04754,2025-03-26,5083.33,Auto-Debit,Paid,Premium
PAY010623,POL003364,C04754,2025-05-25,5083.33,Debit Card,Paid,Premium
PAY010624,POL003364,C04754,2025-06-24,5083.33,Debit Card,Paid,Premium
PAY010625,POL003364,C04754,2025-08-23,5083.33,UPI,Paid,Premium
PAY010626,POL003364,C04754,2025-09-22,5083.33,Credit Card,Paid,Premium
PAY010627,POL003364,C04754,2025-10-22,5083.33,Debit Card,Paid,Premium
PAY010628,POL003365,C00503,2024-12-29,79240.0,Cheque,Paid,Initial Payment
PAY010629,POL003366,C02431,2024-03-04,68340.0,Auto-Debit,Paid,Initial Payment
PAY010630,POL003367,C00626,2024-05-30,6880.83,UPI,Paid,Initial Payment
PAY010631,POL003367,C00626,2024-06-29,6880.83,Net Banking,Paid,Premium
PAY010632,POL003367,C00626,2024-07-29,6880.83,UPI,Paid,Premium
PAY010633,POL003367,C00626,2024-08-28,6880.83,Cheque,Paid,Premium
PAY010634,POL003367,C00626,2024-10-27,6880.83,UPI,Paid,Premium
PAY010635,POL003367,C00626,2024-12-26,6880.83,Net Banking,Paid,Premium
PAY010636,POL003367,C00626,2025-01-25,6880.83,Debit Card,Paid,Premium
PAY010637,POL003367,C00626,2025-04-25,6880.83,Cheque,Paid,Premium
PAY010638,POL003367,C00626,2025-05-25,6880.83,Credit Card,Paid,Premium
PAY010639,POL003367,C00626,2025-06-24,6880.83,Debit Card,Paid,Premium
PAY010640,POL003367,C00626,2025-08-23,6880.83,Auto-Debit,Paid,Premium
PAY010641,POL003367,C00626,2025-09-22,6880.83,Net Banking,Paid,Premium
PAY010642,POL003367,C00626,2025-10-22,6880.83,UPI,Paid,Premium
PAY010643,POL003368,C01443,2025-05-27,3180.0,Auto-Debit,Paid,Initial Payment
PAY010644,POL003368,C01443,2025-08-26,3180.0,Net Banking,Paid,Premium
PAY010645,POL003368,C01443,2025-11-25,3180.0,Net Banking,Paid,Premium
PAY010646,POL003369,C02564,2023-11-01,8550.0,Net Banking,Overdue,Initial Payment
PAY010647,POL003370,C04361,2023-02-03,4109.17,Debit Card,Paid,Initial Payment
PAY010648,POL003370,C04361,2023-03-05,4109.17,Auto-Debit,Paid,Premium
PAY010649,POL003370,C04361,2023-06-03,4109.17,Net Banking,Paid,Premium
PAY010650,POL003370,C04361,2023-12-30,4109.17,Debit Card,Paid,Premium
PAY010651,POL003370,C04361,2024-03-29,4109.17,Net Banking,Paid,Premium
PAY010652,POL003370,C04361,2024-04-28,4109.17,Net Banking,Paid,Premium
PAY010653,POL003370,C04361,2024-08-26,4109.17,Debit Card,Paid,Premium
PAY010654,POL003370,C04361,2024-09-25,4109.17,Auto-Debit,Paid,Premium
PAY010655,POL003370,C04361,2025-03-24,4109.17,Cheque,Paid,Premium
PAY010656,POL003370,C04361,2025-04-23,4109.17,UPI,Paid,Premium
PAY010657,POL003370,C04361,2025-06-22,4109.17,Debit Card,Paid,Premium
PAY010658,POL003370,C04361,2025-07-22,4032.37,Auto-Debit,Failed,Premium
PAY010659,POL003370,C04361,2025-08-21,4109.17,Auto-Debit,Paid,Premium
PAY010660,POL003370,C04361,2025-09-20,4109.17,Debit Card,Paid,Premium
PAY010661,POL003371,C02474,2025-06-14,6440.0,Cheque,Paid,Initial Payment
PAY010662,POL003372,C01631,2025-08-15,3729.17,Debit Card,Paid,Initial Payment
PAY010663,POL003372,C01631,2025-10-14,3729.17,UPI,Paid,Premium
PAY010664,POL003372,C01631,2025-11-13,3729.17,Debit Card,Paid,Premium
PAY010665,POL003372,C01631,2025-12-13,3729.17,Net Banking,Paid,Premium
PAY010666,POL003373,C03811,2024-09-09,9880.0,Net Banking,Paid,Initial Payment
PAY010667,POL003374,C02534,2023-09-17,4590.0,Net Banking,Paid,Initial Payment
PAY010668,POL003375,C03083,2024-10-02,71960.0,UPI,Paid,Initial Payment
PAY010669,POL003376,C04868,2024-07-29,26610.0,UPI,Paid,Initial Payment
PAY010670,POL003377,C04057,2023-03-23,15940.0,Net Banking,Paid,Initial Payment
PAY010671,POL003377,C04057,2024-03-22,15940.0,Net Banking,Paid,Renewal
PAY010672,POL003378,C01652,2024-02-25,33600.0,Debit Card,Paid,Initial Payment
PAY010673,POL003379,C01975,2025-06-13,685.0,Net Banking,Paid,Initial Payment
PAY010674,POL003380,C02469,2024-07-19,530.83,Credit Card,Paid,Initial Payment
PAY010675,POL003380,C02469,2024-08-18,530.83,UPI,Overdue,Premium
PAY010676,POL003381,C02038,2024-05-06,6750.0,Credit Card,Paid,Initial Payment
PAY010677,POL003382,C01852,2023-04-15,11960.0,Net Banking,Paid,Initial Payment
PAY010678,POL003383,C04947,2024-03-24,31560.0,UPI,Paid,Initial Payment
PAY010679,POL003384,C01273,2025-03-21,47389.36,Auto-Debit,Pending,Initial Payment
PAY010680,POL003385,C04428,2023-02-13,35790.0,Credit Card,Paid,Initial Payment
PAY010681,POL003385,C04428,2024-02-13,35790.0,Debit Card,Paid,Renewal
PAY010682,POL003386,C02859,2023-05-21,40040.0,Cheque,Paid,Initial Payment
PAY010683,POL003386,C02859,2024-05-20,40040.0,Credit Card,Paid,Renewal
PAY010684,POL003386,C02859,2025-05-20,40040.0,UPI,Paid,Renewal
PAY010685,POL003387,C02878,2023-06-28,7800.0,Auto-Debit,Paid,Initial Payment
PAY010686,POL003388,C00599,2023-07-03,45540.0,Debit Card,Paid,Initial Payment
PAY010687,POL003388,C00599,2024-07-02,45540.0,Auto-Debit,Paid,Renewal
PAY010688,POL003389,C02085,2023-12-11,6544.17,Cheque,Paid,Initial Payment
PAY010689,POL003389,C02085,2024-02-09,6544.17,Cheque,Paid,Premium
PAY010690,POL003389,C02085,2024-03-10,6544.17,Net Banking,Overdue,Premium
PAY010691,POL003389,C02085,2024-05-09,6544.17,Credit Card,Paid,Premium
PAY010692,POL003389,C02085,2024-09-06,6544.17,Cheque,Paid,Premium
PAY010693,POL003389,C02085,2024-12-05,6544.17,Cheque,Paid,Premium
PAY010694,POL003389,C02085,2025-01-04,6544.17,Net Banking,Overdue,Premium
PAY010695,POL003389,C02085,2025-03-05,6544.17,Auto-Debit,Overdue,Premium
PAY010696,POL003390,C02222,2024-10-26,4320.0,Debit Card,Paid,Initial Payment
PAY010697,POL003391,C04082,2024-07-05,58440.0,Cheque,Overdue,Initial Payment
PAY010698,POL003392,C01133,2024-05-28,87690.0,Credit Card,Paid,Initial Payment
PAY010699,POL003392,C01133,2025-05-28,87690.0,Cheque,Paid,Renewal
PAY010700,POL003393,C00752,2023-07-11,21080.0,Cheque,Paid,Initial Payment
PAY010701,POL003394,C04875,2025-05-01,8070.0,Credit Card,Paid,Initial Payment
PAY010702,POL003395,C00383,2024-06-30,5975.83,UPI,Paid,Initial Payment
PAY010703,POL003395,C00383,2024-07-30,5975.83,Net Banking,Paid,Premium
PAY010704,POL003395,C00383,2024-08-29,5975.83,UPI,Paid,Premium
PAY010705,POL003395,C00383,2024-10-28,5975.83,Debit Card,Paid,Premium
PAY010706,POL003395,C00383,2024-12-27,5975.83,Credit Card,Paid,Premium
PAY010707,POL003395,C00383,2025-01-26,5975.83,Auto-Debit,Paid,Premium
PAY010708,POL003395,C00383,2025-04-26,5975.83,UPI,Paid,Premium
PAY010709,POL003395,C00383,2025-07-25,5975.83,Net Banking,Paid,Premium
PAY010710,POL003395,C00383,2025-10-23,5975.83,UPI,Paid,Premium
PAY010711,POL003395,C00383,2025-12-22,5975.83,Net Banking,Paid,Premium
PAY010712,POL003396,C00902,2025-01-14,613.33,Cheque,Paid,Initial Payment
PAY010713,POL003396,C00902,2025-02-13,613.33,Cheque,Paid,Premium
PAY010714,POL003397,C03777,2024-07-03,1304.17,Net Banking,Paid,Initial Payment
PAY010715,POL003397,C03777,2024-08-02,1297.89,Net Banking,Pending,Premium
PAY010716,POL003397,C03777,2025-01-29,1304.17,Net Banking,Paid,Premium
PAY010717,POL003397,C03777,2025-03-30,1304.17,Credit Card,Paid,Premium
PAY010718,POL003397,C03777,2025-05-29,1304.17,Auto-Debit,Paid,Premium
PAY010719,POL003397,C03777,2025-06-28,1304.17,Cheque,Paid,Premium
PAY010720,POL003397,C03777,2025-07-28,1304.17,Debit Card,Paid,Premium
PAY010721,POL003397,C03777,2025-09-26,1304.17,Debit Card,Paid,Premium
PAY010722,POL003397,C03777,2025-11-25,1304.17,Auto-Debit,Paid,Premium
PAY010723,POL003397,C03777,2025-12-25,1304.17,Cheque,Paid,Premium
PAY010724,POL003398,C01134,2025-04-13,3768.33,Auto-Debit,Paid,Initial Payment
PAY010725,POL003398,C01134,2025-05-13,3768.33,Debit Card,Paid,Premium
PAY010726,POL003398,C01134,2025-08-11,3768.33,Auto-Debit,Paid,Premium
PAY010727,POL003398,C01134,2025-12-09,3768.33,UPI,Paid,Premium
PAY010728,POL003399,C04882,2023-12-22,4555.0,Auto-Debit,Paid,Initial Payment
PAY010729,POL003399,C04882,2024-03-21,4555.0,UPI,Paid,Premium
PAY010730,POL003399,C04882,2024-05-20,4555.0,Credit Card,Paid,Premium
PAY010731,POL003399,C04882,2024-07-19,4555.0,Auto-Debit,Paid,Premium
PAY010732,POL003399,C04882,2024-09-17,4555.0,UPI,Paid,Premium
PAY010733,POL003399,C04882,2024-12-16,4555.0,Net Banking,Paid,Premium
PAY010734,POL003400,C02620,2025-08-26,1092.5,Auto-Debit,Paid,Initial Payment
PAY010735,POL003400,C02620,2025-09-25,1092.5,Debit Card,Paid,Premium
PAY010736,POL003400,C02620,2025-10-25,1092.5,Cheque,Paid,Premium
PAY010737,POL003400,C02620,2025-12-24,1092.5,Debit Card,Paid,Premium
PAY010738,POL003401,C01087,2025-06-30,15611.58,Auto-Debit,Failed,Initial Payment
PAY010739,POL003402,C04010,2025-04-09,30280.0,Cheque,Paid,Initial Payment
PAY010740,POL003403,C02194,2023-12-11,30860.0,Auto-Debit,Paid,Initial Payment
PAY010741,POL003403,C02194,2024-12-10,30860.0,Cheque,Paid,Renewal
PAY010742,POL003403,C02194,2025-12-10,30860.0,Auto-Debit,Paid,Renewal
PAY010743,POL003404,C04674,2025-04-26,1501.67,Debit Card,Paid,Initial Payment
PAY010744,POL003404,C04674,2025-06-25,1501.67,Auto-Debit,Paid,Premium
PAY010745,POL003404,C04674,2025-07-25,1501.67,Debit Card,Paid,Premium
PAY010746,POL003404,C04674,2025-10-23,1501.67,Net Banking,Paid,Premium
PAY010747,POL003405,C00756,2025-07-26,5951.67,Cheque,Paid,Initial Payment
PAY010748,POL003406,C01203,2023-11-13,10900.0,UPI,Paid,Initial Payment
PAY010749,POL003407,C02537,2023-11-08,70600.0,Cheque,Paid,Initial Payment
PAY010750,POL003407,C02537,2024-11-07,70458.15,Debit Card,Pending,Renewal
PAY010751,POL003407,C02537,2025-11-07,70600.0,Auto-Debit,Paid,Renewal
PAY010752,POL003408,C01818,2023-04-13,28200.0,UPI,Overdue,Initial Payment
PAY010753,POL003409,C04263,2024-09-11,1000.0,Credit Card,Paid,Initial Payment
PAY010754,POL003409,C04263,2024-10-11,1000.0,Net Banking,Paid,Premium
PAY010755,POL003409,C04263,2024-11-10,1000.0,Debit Card,Paid,Premium
PAY010756,POL003409,C04263,2024-12-10,1000.0,Cheque,Paid,Premium
PAY010757,POL003409,C04263,2025-04-09,1000.0,UPI,Paid,Premium
PAY010758,POL003409,C04263,2025-09-06,1000.0,Auto-Debit,Paid,Premium
PAY010759,POL003410,C00704,2025-06-23,4728.33,UPI,Paid,Initial Payment
PAY010760,POL003410,C00704,2025-07-23,4728.33,Auto-Debit,Paid,Premium
PAY010761,POL003410,C00704,2025-10-21,4728.33,Debit Card,Paid,Premium
PAY010762,POL003410,C00704,2025-12-20,4728.33,Net Banking,Paid,Premium
PAY010763,POL003411,C04724,2025-05-30,44370.0,Credit Card,Paid,Initial Payment
PAY010764,POL003412,C00064,2023-06-19,1841.67,Net Banking,Paid,Initial Payment
PAY010765,POL003412,C00064,2023-07-19,1841.67,Net Banking,Paid,Premium
PAY010766,POL003412,C00064,2023-08-18,1841.67,Cheque,Paid,Premium
PAY010767,POL003412,C00064,2023-09-17,1816.66,UPI,Failed,Premium
PAY010768,POL003412,C00064,2023-10-17,1841.67,Cheque,Paid,Premium
PAY010769,POL003412,C00064,2023-12-16,1841.67,UPI,Paid,Premium
PAY010770,POL003412,C00064,2024-01-15,1841.67,UPI,Paid,Premium
PAY010771,POL003412,C00064,2024-02-14,1841.67,Net Banking,Paid,Premium
PAY010772,POL003412,C00064,2024-06-13,1841.67,Debit Card,Paid,Premium
PAY010773,POL003412,C00064,2024-07-13,1841.67,Credit Card,Paid,Premium
PAY010774,POL003412,C00064,2024-10-11,1841.67,Credit Card,Paid,Premium
PAY010775,POL003412,C00064,2024-11-10,1841.67,Credit Card,Paid,Premium
PAY010776,POL003412,C00064,2024-12-10,1841.67,Debit Card,Paid,Premium
PAY010777,POL003412,C00064,2025-02-08,1841.67,Credit Card,Paid,Premium
PAY010778,POL003412,C00064,2025-03-10,1841.67,UPI,Paid,Premium
PAY010779,POL003412,C00064,2025-04-09,1841.67,Credit Card,Paid,Premium
PAY010780,POL003413,C04443,2023-09-07,2575.0,Credit Card,Paid,Initial Payment
PAY010781,POL003413,C04443,2023-11-06,2575.0,Credit Card,Paid,Premium
PAY010782,POL003413,C04443,2024-01-05,2575.0,Cheque,Paid,Premium
PAY010783,POL003413,C04443,2024-03-05,2575.0,Credit Card,Paid,Premium
PAY010784,POL003413,C04443,2024-07-03,2575.0,Cheque,Paid,Premium
PAY010785,POL003413,C04443,2024-09-01,2575.0,Net Banking,Paid,Premium
PAY010786,POL003413,C04443,2024-10-31,2575.0,Debit Card,Paid,Premium
PAY010787,POL003413,C04443,2024-11-30,2575.0,Net Banking,Paid,Premium
PAY010788,POL003413,C04443,2025-03-30,2575.0,Net Banking,Paid,Premium
PAY010789,POL003413,C04443,2025-04-29,2575.0,Net Banking,Paid,Premium
PAY010790,POL003413,C04443,2025-05-29,2575.0,Debit Card,Paid,Premium
PAY010791,POL003414,C00225,2024-01-20,3625.0,Credit Card,Paid,Initial Payment
PAY010792,POL003414,C00225,2024-06-18,3625.0,Cheque,Paid,Premium
PAY010793,POL003414,C00225,2024-07-18,3625.0,Cheque,Paid,Premium
PAY010794,POL003414,C00225,2024-08-17,3625.0,Net Banking,Paid,Premium
PAY010795,POL003414,C00225,2025-01-14,3625.0,Cheque,Paid,Premium
PAY010796,POL003415,C01972,2025-01-31,37420.0,Credit Card,Paid,Initial Payment
PAY010797,POL003416,C02587,2024-06-20,38080.0,Net Banking,Paid,Initial Payment
PAY010798,POL003417,C03180,2024-06-18,19760.0,Net Banking,Paid,Initial Payment
PAY010799,POL003417,C03180,2025-06-18,19760.0,Auto-Debit,Paid,Renewal
PAY010800,POL003418,C04314,2023-10-18,57570.0,Net Banking,Paid,Initial Payment
PAY010801,POL003418,C04314,2024-10-17,57570.0,Auto-Debit,Paid,Renewal
PAY010802,POL003419,C04078,2025-04-15,16600.0,Credit Card,Paid,Initial Payment
PAY010803,POL003420,C01550,2024-03-24,16780.0,Cheque,Paid,Initial Payment
PAY010804,POL003420,C01550,2024-06-23,16780.0,Credit Card,Overdue,Premium
PAY010805,POL003421,C00688,2025-08-28,13410.0,Cheque,Paid,Initial Payment
PAY010806,POL003422,C01274,2025-07-01,9140.0,Auto-Debit,Overdue,Initial Payment
PAY010807,POL003423,C03009,2023-07-07,1079.17,Cheque,Paid,Initial Payment
PAY010808,POL003423,C03009,2023-08-06,1079.17,Credit Card,Paid,Premium
PAY010809,POL003423,C03009,2023-09-05,1079.17,Cheque,Paid,Premium
PAY010810,POL003423,C03009,2024-01-03,1079.17,Credit Card,Paid,Premium
PAY010811,POL003423,C03009,2024-04-02,1079.17,UPI,Paid,Premium
PAY010812,POL003423,C03009,2024-08-30,1079.17,Debit Card,Paid,Premium
PAY010813,POL003423,C03009,2024-09-29,1079.17,Net Banking,Paid,Premium
PAY010814,POL003423,C03009,2024-10-29,1079.17,Auto-Debit,Paid,Premium
PAY010815,POL003423,C03009,2024-11-28,1079.17,Auto-Debit,Paid,Premium
PAY010816,POL003423,C03009,2025-03-28,1079.17,UPI,Paid,Premium
PAY010817,POL003423,C03009,2025-04-27,1079.17,Credit Card,Paid,Premium
PAY010818,POL003424,C04323,2023-08-24,1105.0,Net Banking,Paid,Initial Payment
PAY010819,POL003424,C04323,2023-10-23,1105.0,Net Banking,Paid,Premium
PAY010820,POL003424,C04323,2023-11-22,1105.0,UPI,Paid,Premium
PAY010821,POL003424,C04323,2024-03-21,1105.0,Debit Card,Paid,Premium
PAY010822,POL003424,C04323,2024-04-20,1105.0,Debit Card,Paid,Premium
PAY010823,POL003424,C04323,2024-06-19,1105.0,Cheque,Overdue,Premium
PAY010824,POL003425,C00893,2025-09-02,2198.33,Credit Card,Paid,Initial Payment
PAY010825,POL003425,C00893,2025-10-02,2198.33,Credit Card,Paid,Premium
PAY010826,POL003425,C00893,2025-11-01,2198.33,Auto-Debit,Paid,Premium
PAY010827,POL003425,C00893,2025-12-31,2198.33,Net Banking,Paid,Premium
PAY010828,POL003426,C04819,2025-01-28,9140.0,Credit Card,Paid,Initial Payment
PAY010829,POL003427,C03122,2024-03-25,18800.0,Credit Card,Paid,Initial Payment
PAY010830,POL003427,C03122,2025-03-25,18800.0,UPI,Paid,Renewal
PAY010831,POL003428,C00333,2024-01-19,61800.0,UPI,Paid,Initial Payment
PAY010832,POL003429,C03019,2024-08-15,42150.0,Credit Card,Paid,Initial Payment
PAY010833,POL003430,C02131,2024-07-14,12480.0,Net Banking,Paid,Initial Payment
PAY010834,POL003430,C02131,2025-07-14,12480.0,Debit Card,Paid,Renewal
PAY010835,POL003431,C03154,2025-06-30,60020.0,UPI,Paid,Initial Payment
PAY010836,POL003432,C01815,2025-06-14,20570.0,Credit Card,Paid,Initial Payment
PAY010837,POL003433,C03897,2025-01-13,10080.0,Auto-Debit,Paid,Initial Payment
PAY010838,POL003434,C04644,2023-12-17,16764.75,UPI,Failed,Initial Payment
PAY010839,POL003435,C04918,2023-08-20,10230.0,Auto-Debit,Paid,Initial Payment
PAY010840,POL003436,C01315,2025-06-12,28734.27,UPI,Failed,Initial Payment
PAY010841,POL003436,C01315,2025-09-11,28779.55,Credit Card,Pending,Premium
PAY010842,POL003436,C01315,2025-12-11,29300.0,UPI,Paid,Premium
PAY010843,POL003437,C04260,2024-07-18,17360.0,UPI,Paid,Initial Payment
PAY010844,POL003437,C04260,2025-07-18,17360.0,Auto-Debit,Paid,Renewal
PAY010845,POL003438,C00981,2024-06-10,38020.0,Cheque,Paid,Initial Payment
PAY010846,POL003438,C00981,2025-06-10,38020.0,Debit Card,Paid,Renewal
PAY010847,POL003439,C00596,2023-06-22,28350.0,Debit Card,Paid,Initial Payment
PAY010848,POL003440,C04969,2023-10-18,939.17,Debit Card,Paid,Initial Payment
PAY010849,POL003440,C04969,2023-11-17,939.17,Cheque,Paid,Premium
PAY010850,POL003440,C04969,2023-12-17,939.17,Cheque,Paid,Premium
PAY010851,POL003440,C04969,2024-01-16,939.17,Cheque,Paid,Premium
PAY010852,POL003440,C04969,2024-02-15,939.17,Cheque,Paid,Premium
PAY010853,POL003440,C04969,2024-03-16,939.17,Cheque,Paid,Premium
PAY010854,POL003440,C04969,2024-04-15,939.17,Cheque,Overdue,Premium
PAY010855,POL003440,C04969,2024-06-14,939.17,Credit Card,Overdue,Premium
PAY010856,POL003441,C03516,2024-12-11,4949.17,Auto-Debit,Paid,Initial Payment
PAY010857,POL003441,C03516,2025-01-10,4936.84,Debit Card,Failed,Premium
PAY010858,POL003441,C03516,2025-02-09,4949.17,Auto-Debit,Paid,Premium
PAY010859,POL003441,C03516,2025-05-10,4949.17,Net Banking,Paid,Premium
PAY010860,POL003441,C03516,2025-06-09,4949.17,UPI,Paid,Premium
PAY010861,POL003441,C03516,2025-07-09,4883.77,Credit Card,Pending,Premium
PAY010862,POL003441,C03516,2025-09-07,4949.17,Net Banking,Paid,Premium
PAY010863,POL003441,C03516,2025-10-07,4949.17,Cheque,Paid,Premium
PAY010864,POL003441,C03516,2025-11-06,4949.17,Credit Card,Paid,Premium
PAY010865,POL003441,C03516,2025-12-06,4949.17,Debit Card,Paid,Premium
PAY010866,POL003442,C04114,2025-08-22,19550.0,Net Banking,Paid,Initial Payment
PAY010867,POL003443,C04012,2024-09-15,4840.0,Cheque,Paid,Initial Payment
PAY010868,POL003444,C00700,2025-04-26,2230.0,Credit Card,Paid,Initial Payment
PAY010869,POL003445,C00846,2023-09-22,40630.0,Cheque,Paid,Initial Payment
PAY010870,POL003445,C00846,2024-09-21,40630.0,Debit Card,Paid,Renewal
PAY010871,POL003446,C04127,2024-04-20,54700.0,Cheque,Paid,Initial Payment
PAY010872,POL003447,C03373,2024-06-26,40539.56,Cheque,Pending,Initial Payment
PAY010873,POL003448,C01052,2024-09-06,34510.0,Debit Card,Paid,Initial Payment
PAY010874,POL003448,C01052,2025-09-06,34510.0,Cheque,Paid,Renewal
PAY010875,POL003449,C00642,2023-05-10,55840.0,Net Banking,Paid,Initial Payment
PAY010876,POL003450,C01655,2023-08-23,58560.0,UPI,Paid,Initial Payment
PAY010877,POL003451,C01904,2023-07-20,21630.0,Debit Card,Paid,Initial Payment
PAY010878,POL003451,C01904,2024-07-19,21630.0,Auto-Debit,Paid,Renewal
PAY010879,POL003452,C04763,2025-02-08,10300.0,Credit Card,Paid,Initial Payment
PAY010880,POL003453,C04083,2025-03-16,53170.0,UPI,Paid,Initial Payment
PAY010881,POL003454,C01409,2024-11-19,12255.0,UPI,Paid,Initial Payment
PAY010882,POL003454,C01409,2025-02-18,12255.0,Cheque,Paid,Premium
PAY010883,POL003454,C01409,2025-11-18,12255.0,Cheque,Paid,Premium
PAY010884,POL003455,C02952,2024-02-05,42350.0,Cheque,Paid,Initial Payment
PAY010885,POL003455,C02952,2025-02-04,42350.0,Cheque,Paid,Renewal
PAY010886,POL003456,C03233,2023-07-14,36750.0,Credit Card,Paid,Initial Payment
PAY010887,POL003456,C03233,2024-07-13,36750.0,Net Banking,Paid,Renewal
PAY010888,POL003456,C03233,2025-07-13,36750.0,Net Banking,Paid,Renewal
PAY010889,POL003457,C00707,2024-01-31,38140.0,Cheque,Paid,Initial Payment
PAY010890,POL003458,C02156,2023-06-13,21230.0,Cheque,Paid,Initial Payment
PAY010891,POL003459,C01531,2025-07-13,2358.33,UPI,Paid,Initial Payment
PAY010892,POL003459,C01531,2025-10-11,2358.33,Credit Card,Paid,Premium
PAY010893,POL003459,C01531,2025-12-10,2358.33,Cheque,Paid,Premium
PAY010894,POL003460,C00171,2023-02-21,39660.0,UPI,Paid,Initial Payment
PAY010895,POL003461,C04881,2023-01-28,35940.0,Net Banking,Overdue,Initial Payment
PAY010896,POL003462,C03735,2023-10-24,27030.0,UPI,Paid,Initial Payment
PAY010897,POL003462,C03735,2025-10-23,27030.0,Credit Card,Paid,Renewal
PAY010898,POL003463,C00556,2023-03-25,7520.0,Auto-Debit,Paid,Initial Payment
PAY010899,POL003464,C00589,2025-07-19,58414.09,Net Banking,Pending,Initial Payment
PAY010900,POL003465,C02990,2023-01-31,29100.0,Net Banking,Overdue,Initial Payment
PAY010901,POL003466,C03833,2025-07-27,11670.0,Auto-Debit,Paid,Initial Payment
