Policy_ID,Customer_ID,Policy_Type,Policy_Start_Date,Policy_End_Date,Premium_Amount,Sum_Assured,Payment_Frequency,Policy_Status,Policy_Term_Years,Risk_Category,Agent_ID,Acquisition_Channel
POL004374,C03291,Health,2023-10-15,2024-10-15,30200.0,500000.0,Annually,Expired,1,Medium,A0025,Online
POL004375,C02269,Home,2025-01-12,2030-01-12,8580.0,4586800.0,Monthly,Lapsed,5,Low,A0093,Referral
POL004376,C00663,Health,2023-07-18,2024-07-18,56800.0,1000000.0,Annually,Expired,1,Medium,A0069,Referral
POL004377,C03286,Motor,2024-03-05,2025-03-05,37070.0,1059200.0,Annually,Expired,1,Medium,A0091,Online
POL004378,C04247,Home,2024-09-04,2029-09-04,10910.0,4959000.0,Annually,Active,5,Medium,A0046,Online
POL004379,C03600,Home,2024-04-15,2025-04-15,2390.0,1280300.0,Annually,Expired,1,Low,A0061,Agent
POL004380,C03643,Home,2023-09-01,2033-09-01,6320.0,3378200.0,Annually,Active,10,Low,A0028,Agent
POL004381,C02762,Health,2023-09-16,2026-09-16,12800.0,300000.0,Quarterly,Cancelled,3,Low,A0073,Online
POL004382,C02858,Home,2023-02-17,2038-02-17,7500.0,4009500.0,Annually,Active,15,Low,A0025,Corporate
POL004383,C02063,Life,2024-03-29,2054-03-28,99890.0,3798000.0,Annually,Active,30,Medium,A0088,Agent
POL004384,C02735,Life,2025-01-01,2040-01-01,33120.0,2268700.0,Quarterly,Active,15,Medium,A0036,Agent
POL004385,C02456,Motor,2023-02-19,2024-02-19,6700.0,191600.0,Annually,Expired,1,Medium,A0004,Agent
POL004386,C03348,Motor,2025-09-24,2026-09-24,42650.0,1218500.0,Annually,Active,1,Medium,A0005,Agent
POL004387,C01155,Motor,2025-09-10,2026-09-10,7160.0,204600.0,Annually,Active,1,Medium,A0018,Bancassurance
POL004388,C01377,Motor,2023-05-11,2024-05-10,41980.0,1199400.0,Annually,Lapsed,1,Medium,A0025,Agent
POL004389,C04320,Home,2024-01-13,2034-01-13,12070.0,5486300.0,Monthly,Active,10,Medium,A0070,Referral
POL004390,C01111,Health,2024-08-27,2025-08-27,37600.0,1000000.0,Annually,Expired,1,Medium,A0046,Agent
POL004391,C03982,Life,2024-01-13,2039-01-13,54950.0,2965400.0,Quarterly,Active,15,Low,A0064,Online
POL004392,C02265,Life,2025-08-28,2040-08-28,167600.0,8148000.0,Annually,Active,15,Low,A0087,Online
POL004393,C01483,Motor,2025-09-05,2026-09-05,49480.0,1413800.0,Monthly,Active,1,Medium,A0007,Agent
POL004394,C03570,Motor,2024-12-19,2025-12-19,25750.0,735800.0,Annually,Expired,1,Medium,A0095,Agent
POL004395,C00931,Life,2024-12-15,2039-12-15,72920.0,4713400.0,Annually,Active,15,Low,A0061,Bancassurance
POL004396,C03415,Motor,2024-10-01,2025-10-01,31200.0,685700.0,Annually,Expired,1,High,A0046,Online
POL004397,C04221,Home,2023-03-09,2028-03-09,6320.0,2874300.0,Annually,Active,5,Medium,A0037,Corporate
POL004398,C04526,Motor,2025-08-24,2026-08-24,43840.0,1252600.0,Annually,Active,1,Medium,A0092,Bancassurance
POL004399,C02652,Home,2024-07-13,2039-07-13,12620.0,5735700.0,Annually,Active,15,Medium,A0015,Agent
POL004400,C04132,Motor,2024-06-06,2025-06-06,29980.0,856600.0,Annually,Expired,1,Medium,A0014,Online
POL004401,C03222,Health,2023-08-25,2024-08-25,39400.0,1000000.0,Monthly,Expired,1,Medium,A0030,Online
POL004402,C02059,Home,2025-07-21,2030-07-21,12210.0,5548600.0,Annually,Active,5,Medium,A0040,Agent
POL004403,C01941,Health,2025-01-17,2028-01-17,20600.0,500000.0,Annually,Active,3,Medium,A0070,Online
POL004404,C01944,Health,2024-05-06,2025-05-06,53300.0,1500000.0,Monthly,Expired,1,Low,A0076,Agent
POL004405,C03563,Motor,2025-07-17,2026-07-17,58300.0,1665800.0,Annually,Lapsed,1,Medium,A0087,Corporate
POL004406,C00267,Home,2025-02-10,2026-02-10,6670.0,3032600.0,Annually,Active,1,Medium,A0052,Agent
POL004407,C02603,Health,2023-08-23,2025-08-23,49000.0,1000000.0,Annually,Expired,2,Medium,A0038,Agent
POL004408,C01573,Motor,2023-05-20,2024-05-19,18780.0,536700.0,Annually,Expired,1,Medium,A0009,Referral
POL004409,C01642,Health,2023-09-08,2025-09-08,42670.0,1000000.0,Annually,Expired,2,Low,A0002,Agent
POL004410,C00703,Motor,2025-05-08,2026-05-08,52570.0,1501900.0,Annually,Active,1,Medium,A0013,Agent
POL004411,C01752,Health,2025-08-16,2027-08-16,31700.0,500000.0,Monthly,Lapsed,2,Medium,A0014,Agent
POL004412,C04905,Home,2023-03-15,2033-03-15,12240.0,5564500.0,Annually,Active,10,Medium,A0051,Online
POL004413,C01074,Travel,2025-08-27,2025-09-13,11630.0,969300.0,Monthly,Expired,1,Medium,A0092,Referral
POL004414,C04095,Home,2023-07-26,2033-07-26,14210.0,7600700.0,Annually,Active,10,Low,A0088,Bancassurance
POL004415,C01149,Health,2024-03-09,2026-03-09,11280.0,300000.0,Annually,Active,2,Medium,A0094,Referral
POL004416,C01912,Life,2024-09-18,2044-09-18,44910.0,2391000.0,Annually,Active,20,Low,A0085,Corporate
POL004417,C00292,Health,2024-08-03,2027-08-03,21330.0,500000.0,Monthly,Cancelled,3,Low,A0027,Bancassurance
POL004418,C02593,Home,2023-01-15,2028-01-15,4070.0,1851100.0,Annually,Active,5,Medium,A0036,Agent
POL004419,C03193,Home,2025-05-12,2035-05-12,11700.0,6256900.0,Annually,Active,10,Low,A0046,Online
POL004420,C04403,Life,2023-09-07,2038-09-07,74990.0,3938400.0,Annually,Active,15,Low,A0099,Referral
POL004421,C02950,Life,2023-07-25,2048-07-25,88630.0,6198000.0,Annually,Active,25,Medium,A0055,Online
POL004422,C00744,Motor,2024-06-29,2025-06-29,20120.0,676400.0,Annually,Lapsed,1,Low,A0080,Online
POL004423,C03774,Health,2023-03-23,2024-03-23,66300.0,1500000.0,Quarterly,Expired,1,Low,A0080,Online
POL004424,C01141,Health,2024-01-08,2025-01-08,20600.0,500000.0,Quarterly,Expired,1,Medium,A0009,Agent
POL004425,C04268,Motor,2025-07-19,2026-07-19,7810.0,223100.0,Annually,Active,1,Medium,A0087,Online
POL004426,C04886,Motor,2025-06-11,2026-06-11,15190.0,434000.0,Annually,Active,1,Medium,A0085,Online
POL004427,C01333,Health,2024-11-30,2026-11-28,12180.0,300000.0,Quarterly,Cancelled,2,Medium,A0036,Agent
POL004428,C03158,Life,2025-04-11,2040-04-11,35100.0,2034000.0,Monthly,Active,15,Low,A0002,Corporate
POL004429,C01042,Life,2024-06-24,2044-06-24,52550.0,3675000.0,Annually,Active,20,Medium,A0094,Corporate
POL004430,C04709,Health,2023-11-16,2025-11-16,19040.0,500000.0,Quarterly,Expired,2,Low,A0036,Corporate
POL004431,C01039,Health,2024-02-26,2025-02-26,32000.0,750000.0,Annually,Expired,1,Low,A0028,Online
POL004432,C01088,Motor,2025-06-12,2026-06-12,44520.0,1271900.0,Annually,Active,1,Medium,A0097,Online
POL004433,C00841,Home,2023-05-27,2038-05-27,4730.0,2149800.0,Annually,Lapsed,15,Medium,A0096,Bancassurance
POL004434,C02055,Health,2023-04-30,2025-04-28,14520.0,300000.0,Monthly,Expired,2,Medium,A0027,Online
POL004435,C03612,Health,2024-10-29,2025-10-28,22850.0,300000.0,Quarterly,Expired,1,High,A0023,Agent
POL004436,C02077,Health,2023-03-08,2024-03-08,27500.0,500000.0,Annually,Lapsed,1,Medium,A0081,Agent
POL004437,C00991,Health,2025-08-15,2028-08-15,27800.0,500000.0,Monthly,Active,3,Medium,A0042,Bancassurance
POL004438,C03449,Health,2024-06-08,2026-06-08,22700.0,500000.0,Monthly,Active,2,Medium,A0084,Agent
POL004439,C02888,Motor,2024-01-10,2025-01-09,54850.0,1567100.0,Annually,Lapsed,1,Medium,A0085,Online
POL004440,C00424,Travel,2023-01-14,2023-01-31,2990.0,293100.0,Annually,Expired,1,Low,A0032,Online
POL004441,C03318,Health,2024-08-17,2025-08-17,32380.0,750000.0,Monthly,Expired,1,Low,A0096,Bancassurance
POL004442,C01675,Life,2024-06-29,2044-06-28,47520.0,2463000.0,Annually,Active,20,Low,A0077,Online
POL004443,C03897,Motor,2025-08-21,2026-08-21,60120.0,1717700.0,Annually,Active,1,Medium,A0037,Corporate
POL004444,C04717,Travel,2024-12-23,2025-02-09,1500.0,62500.0,Monthly,Expired,1,Low,A0018,Bancassurance
POL004445,C02806,Health,2023-04-16,2026-04-16,127140.0,1500000.0,Annually,Lapsed,3,High,A0080,Agent
POL004446,C00669,Health,2025-03-22,2026-03-22,54400.0,1000000.0,Annually,Active,1,Medium,A0037,Online
POL004447,C04147,Travel,2024-01-01,2024-01-06,9400.0,921700.0,Annually,Expired,1,Low,A0073,Agent
POL004448,C04330,Health,2024-02-02,2025-02-02,10810.0,300000.0,Monthly,Expired,1,Low,A0082,Agent
POL004449,C01701,Travel,2023-02-17,2023-03-10,5920.0,493000.0,Annually,Lapsed,1,Medium,A0099,Agent
POL004450,C04603,Health,2024-10-09,2026-10-09,32250.0,750000.0,Monthly,Active,2,Medium,A0050,Online
POL004451,C00762,Motor,2023-11-21,2024-11-20,43990.0,1256800.0,Annually,Expired,1,Medium,A0098,Referral
POL004452,C00608,Home,2024-09-30,2029-09-28,5660.0,3024800.0,Annually,Active,5,Low,A0084,Referral
POL004453,C00309,Life,2025-04-06,2050-04-06,69670.0,3828000.0,Annually,Lapsed,25,Medium,A0033,Referral
POL004454,C00657,Home,2024-10-28,2029-10-28,2480.0,1128900.0,Annually,Active,5,Medium,A0084,Agent
POL004455,C03429,Home,2025-06-10,2030-06-10,12010.0,6424600.0,Annually,Active,5,Low,A0039,Agent
POL004456,C03934,Life,2024-06-07,2054-06-07,81270.0,4853300.0,Annually,Active,30,Low,A0009,Online
POL004457,C04324,Life,2025-01-10,2035-01-10,93300.0,4401000.0,Quarterly,Active,10,Medium,A0077,Agent
POL004458,C00584,Life,2024-11-04,2039-11-04,53770.0,3163100.0,Annually,Lapsed,15,Medium,A0082,Agent
POL004459,C00295,Motor,2023-05-15,2024-05-14,59580.0,1702300.0,Annually,Expired,1,Medium,A0073,Online
POL004460,C02640,Motor,2023-01-24,2024-01-24,27960.0,799000.0,Annually,Expired,1,Medium,A0080,Agent
POL004461,C02628,Health,2025-03-11,2026-03-11,43500.0,750000.0,Monthly,Active,1,Medium,A0055,Online
POL004462,C04491,Life,2025-07-06,2050-07-06,109100.0,7686000.0,Annually,Active,25,Low,A0078,Agent
POL004463,C00405,Home,2025-09-06,2035-09-06,13040.0,6971600.0,Annually,Active,10,Low,A0072,Referral
POL004464,C00926,Travel,2023-04-12,2023-06-06,10190.0,998900.0,Annually,Expired,1,Low,A0050,Online
POL004465,C03940,Life,2024-01-15,2049-01-15,36290.0,2271000.0,Annually,Active,25,Low,A0004,Online
POL004466,C04356,Health,2023-06-02,2025-06-02,60400.0,1000000.0,Annually,Expired,2,Medium,A0010,Agent
POL004467,C00710,Health,2025-06-20,2027-06-20,75200.0,2000000.0,Quarterly,Active,2,Medium,A0013,Referral
POL004468,C03814,Travel,2024-08-19,2024-09-05,8420.0,825300.0,Annually,Lapsed,1,Low,A0013,Online
POL004469,C04519,Health,2024-04-21,2026-04-21,12360.0,300000.0,Annually,Active,2,Medium,A0006,Corporate
POL004470,C00609,Motor,2024-12-17,2025-12-17,34360.0,981700.0,Annually,Expired,1,Medium,A0096,Online
POL004471,C03964,Life,2025-05-19,2045-05-19,18220.0,1248000.0,Monthly,Active,20,Medium,A0090,Agent
POL004472,C01599,Life,2024-02-24,2039-02-24,44220.0,2906700.0,Annually,Active,15,Low,A0079,Referral
POL004473,C01561,Travel,2025-07-30,2025-08-27,6570.0,643900.0,Annually,Expired,1,Low,A0052,Agent
POL004474,C02097,Motor,2024-04-03,2025-04-03,81540.0,1792000.0,Annually,Expired,1,High,A0067,Agent
POL004475,C00329,Life,2025-05-05,2040-05-05,91870.0,3660000.0,Annually,Active,15,Medium,A0036,Online
POL004476,C00399,Life,2025-06-16,2045-06-16,57360.0,3589500.0,Annually,Cancelled,20,Low,A0009,Agent
POL004477,C03848,Health,2024-03-15,2026-03-15,38870.0,500000.0,Annually,Active,2,High,A0083,Online
POL004478,C03754,Life,2024-02-13,2044-02-13,79010.0,4944000.0,Monthly,Active,20,Low,A0047,Agent
POL004479,C00240,Life,2025-05-11,2050-05-11,147260.0,7839000.0,Annually,Active,25,Low,A0072,Agent
POL004480,C02454,Home,2024-04-01,2025-04-01,10700.0,4863700.0,Annually,Expired,1,Medium,A0069,Agent
POL004481,C04313,Motor,2024-03-16,2025-03-16,22770.0,650600.0,Annually,Lapsed,1,Medium,A0083,Agent
POL004482,C02186,Home,2024-08-21,2025-08-21,7930.0,3604300.0,Monthly,Lapsed,1,Medium,A0012,Agent
POL004483,C04384,Health,2023-03-01,2024-03-01,24800.0,500000.0,Quarterly,Expired,1,Medium,A0069,Agent
POL004484,C00407,Motor,2023-05-15,2024-05-14,15720.0,528500.0,Annually,Expired,1,Low,A0093,Agent
POL004485,C04741,Motor,2023-08-10,2024-08-09,29250.0,835700.0,Annually,Expired,1,Medium,A0014,Agent
POL004486,C04953,Home,2025-05-03,2030-05-03,10260.0,5487000.0,Annually,Active,5,Low,A0100,Corporate
POL004487,C02079,Motor,2025-07-13,2026-07-13,16280.0,465200.0,Monthly,Active,1,Medium,A0092,Agent
POL004488,C02189,Health,2024-01-21,2026-01-21,14020.0,300000.0,Annually,Active,2,Low,A0038,Online
POL004489,C00378,Health,2023-06-14,2024-06-14,20820.0,500000.0,Annually,Expired,1,Low,A0021,Online
POL004490,C02345,Health,2024-09-11,2025-09-11,43180.0,1000000.0,Annually,Expired,1,Low,A0092,Online
POL004491,C00013,Motor,2023-06-01,2024-05-31,29280.0,836600.0,Annually,Expired,1,Medium,A0016,Online
POL004492,C02240,Health,2024-07-19,2027-07-19,11280.0,300000.0,Monthly,Active,3,Medium,A0055,Online
POL004493,C03827,Life,2024-08-14,2044-08-14,64090.0,4056400.0,Annually,Active,20,Medium,A0079,Online
POL004494,C03781,Health,2024-10-22,2027-10-22,32380.0,750000.0,Annually,Active,3,Low,A0095,Agent
POL004495,C03763,Health,2025-09-11,2026-09-11,14520.0,300000.0,Annually,Active,1,Medium,A0004,Online
POL004496,C02434,Life,2023-07-07,2033-07-07,42980.0,2352000.0,Annually,Active,10,Low,A0082,Bancassurance
POL004497,C03991,Health,2024-11-10,2025-11-10,39000.0,750000.0,Monthly,Expired,1,Medium,A0089,Agent
POL004498,C00664,Motor,2024-03-25,2025-03-25,21300.0,608700.0,Annually,Expired,1,Medium,A0075,Bancassurance
POL004499,C04857,Motor,2024-01-01,2024-12-31,61460.0,1756100.0,Annually,Expired,1,Medium,A0015,Bancassurance
POL004500,C00138,Home,2023-09-13,2024-09-13,11750.0,6284100.0,Annually,Expired,1,Low,A0100,Online
POL004501,C00904,Life,2024-12-21,2044-12-21,31660.0,1782000.0,Monthly,Active,20,Low,A0068,Online
POL004502,C03036,Health,2024-04-19,2025-04-19,42600.0,750000.0,Quarterly,Expired,1,Medium,A0011,Agent
POL004503,C02886,Home,2025-06-30,2030-06-28,3500.0,1590800.0,Annually,Active,5,Medium,A0044,Referral
POL004504,C03869,Health,2025-01-20,2027-01-20,25400.0,500000.0,Annually,Active,2,Medium,A0078,Agent
POL004505,C00028,Health,2024-04-04,2025-04-04,11420.0,300000.0,Quarterly,Expired,1,Low,A0025,Agent
POL004506,C04916,Health,2023-01-09,2026-01-09,23090.0,300000.0,Quarterly,Active,3,High,A0053,Online
POL004507,C01797,Health,2023-07-01,2024-07-01,42400.0,1000000.0,Monthly,Expired,1,Medium,A0099,Corporate
POL004508,C00955,Travel,2023-10-04,2023-10-17,4460.0,371800.0,Annually,Expired,1,Medium,A0016,Bancassurance
POL004509,C00418,Health,2025-03-05,2026-03-05,11120.0,300000.0,Quarterly,Active,1,Low,A0054,Agent
POL004510,C01894,Motor,2023-06-12,2024-06-11,42590.0,1431500.0,Annually,Expired,1,Low,A0051,Corporate
POL004511,C03923,Health,2024-03-21,2027-03-21,13720.0,300000.0,Monthly,Cancelled,3,Low,A0091,Agent
POL004512,C03830,Home,2024-07-27,2034-07-27,14060.0,7521400.0,Monthly,Active,10,Low,A0015,Corporate
POL004513,C02439,Motor,2023-10-03,2024-10-02,62510.0,1786100.0,Annually,Expired,1,Medium,A0019,Online
POL004514,C00043,Home,2023-11-12,2038-11-12,15420.0,7009800.0,Monthly,Active,15,Medium,A0068,Agent
POL004515,C00513,Health,2024-02-04,2025-02-04,39900.0,750000.0,Annually,Expired,1,Medium,A0038,Agent
POL004516,C03892,Motor,2023-06-28,2024-06-27,47570.0,1598900.0,Annually,Expired,1,Low,A0057,Online
POL004517,C01623,Health,2025-07-24,2027-07-24,41140.0,1000000.0,Annually,Cancelled,2,Low,A0090,Agent
POL004518,C03070,Travel,2023-10-26,2023-11-13,4090.0,340800.0,Annually,Expired,1,Medium,A0040,Agent
POL004519,C01200,Motor,2023-05-16,2024-05-15,37690.0,1076700.0,Annually,Expired,1,Medium,A0055,Agent
POL004520,C04757,Travel,2023-01-21,2023-02-09,1500.0,139600.0,Annually,Expired,1,Low,A0098,Agent
POL004521,C04484,Health,2025-08-27,2026-08-27,28700.0,500000.0,Quarterly,Active,1,Medium,A0085,Agent
POL004522,C04160,Life,2025-07-25,2045-07-25,243280.0,9930000.0,Annually,Active,20,Medium,A0076,Agent
POL004523,C00916,Travel,2023-03-27,2023-04-08,6980.0,684400.0,Annually,Expired,1,Low,A0046,Bancassurance
POL004524,C03552,Travel,2025-02-14,2025-03-06,5160.0,505700.0,Monthly,Expired,1,Low,A0041,Online
POL004525,C03200,Home,2024-10-07,2029-10-07,8510.0,3866100.0,Annually,Active,5,Medium,A0085,Agent
POL004526,C01586,Health,2024-04-29,2025-04-28,37600.0,1000000.0,Annually,Lapsed,1,Medium,A0009,Bancassurance
POL004527,C02129,Home,2024-05-01,2034-05-01,15340.0,6970800.0,Annually,Active,10,Medium,A0025,Bancassurance
POL004528,C03790,Life,2023-09-05,2048-09-05,40860.0,2478000.0,Annually,Active,25,Low,A0097,Agent
POL004529,C01779,Health,2024-09-08,2025-09-08,60640.0,750000.0,Monthly,Expired,1,High,A0017,Agent
POL004530,C02430,Motor,2023-04-05,2024-04-04,58310.0,1666000.0,Annually,Expired,1,Medium,A0037,Agent
POL004531,C00059,Health,2024-12-16,2026-12-16,13260.0,300000.0,Monthly,Active,2,Low,A0053,Online
POL004532,C03564,Health,2023-07-12,2024-07-12,21500.0,500000.0,Monthly,Expired,1,Medium,A0010,Agent
POL004533,C01382,Health,2023-12-19,2024-12-19,40630.0,1000000.0,Annually,Expired,1,Low,A0008,Bancassurance
POL004534,C03807,Health,2025-09-07,2026-09-07,57400.0,1000000.0,Quarterly,Active,1,Medium,A0067,Referral
POL004535,C03505,Home,2024-07-26,2034-07-26,4290.0,2295100.0,Monthly,Active,10,Low,A0017,Agent
POL004536,C03425,Home,2023-06-10,2033-06-10,6920.0,3147600.0,Annually,Cancelled,10,Medium,A0007,Agent
POL004537,C02608,Motor,2024-08-07,2025-08-07,7930.0,226500.0,Annually,Expired,1,Medium,A0075,Agent
POL004538,C02595,Health,2025-03-24,2026-03-24,30860.0,750000.0,Annually,Active,1,Low,A0100,Referral
POL004539,C02261,Health,2025-02-22,2028-02-22,58650.0,1500000.0,Annually,Lapsed,3,Low,A0007,Bancassurance
POL004540,C01741,Home,2023-08-31,2028-08-28,4090.0,1859300.0,Annually,Lapsed,5,Medium,A0004,Agent
POL004541,C01012,Motor,2024-07-16,2025-07-16,35450.0,1013000.0,Annually,Expired,1,Medium,A0082,Corporate
POL004542,C01605,Health,2023-01-03,2024-01-03,22610.0,500000.0,Annually,Expired,1,Low,A0057,Agent
POL004543,C02005,Health,2025-05-22,2026-05-22,42600.0,750000.0,Annually,Active,1,Medium,A0097,Online
POL004544,C00324,Health,2023-09-11,2024-09-11,12500.0,300000.0,Quarterly,Expired,1,Low,A0056,Agent
POL004545,C00792,Health,2023-07-15,2024-07-15,28200.0,750000.0,Quarterly,Expired,1,Medium,A0068,Referral
POL004546,C00832,Motor,2024-09-24,2025-09-24,39670.0,872000.0,Annually,Expired,1,High,A0071,Online
POL004547,C04976,Health,2023-03-05,2026-03-05,20060.0,500000.0,Annually,Active,3,Low,A0017,Online
POL004548,C03009,Life,2024-04-07,2044-04-07,62760.0,3532600.0,Monthly,Active,20,Low,A0050,Agent
POL004549,C01970,Health,2024-01-16,2025-01-16,19700.0,500000.0,Quarterly,Lapsed,1,Medium,A0052,Online
POL004550,C00840,Life,2024-02-28,2044-02-28,27260.0,1762400.0,Monthly,Active,20,Low,A0017,Online
POL004551,C02197,Life,2023-04-14,2038-04-14,83120.0,4365500.0,Quarterly,Active,15,Low,A0036,Agent
POL004552,C02514,Health,2025-01-15,2026-01-15,11640.0,300000.0,Annually,Lapsed,1,Medium,A0056,Referral
POL004553,C03263,Motor,2023-02-10,2024-02-10,9120.0,260600.0,Annually,Expired,1,Medium,A0092,Agent
POL004554,C02450,Motor,2024-03-29,2025-03-29,12260.0,350200.0,Annually,Expired,1,Medium,A0069,Online
POL004555,C02892,Home,2025-07-30,2040-07-28,8830.0,4719700.0,Annually,Active,15,Low,A0035,Agent
POL004556,C02630,Travel,2024-06-06,2024-06-13,2580.0,253100.0,Annually,Lapsed,1,Low,A0057,Online
POL004557,C02353,Motor,2023-11-04,2024-11-03,33450.0,955800.0,Annually,Expired,1,Medium,A0097,Online
POL004558,C02222,Home,2024-05-11,2025-05-11,5750.0,3077100.0,Monthly,Lapsed,1,Low,A0053,Agent
POL004559,C01893,Travel,2023-08-08,2023-10-03,7450.0,729900.0,Annually,Expired,1,Low,A0086,Online
POL004560,C03059,Travel,2025-08-25,2025-10-05,2050.0,201000.0,Annually,Expired,1,Low,A0055,Agent
POL004561,C03787,Travel,2023-03-23,2023-05-03,6520.0,639000.0,Annually,Expired,1,Low,A0026,Agent
POL004562,C01819,Health,2024-06-19,2025-06-19,21840.0,500000.0,Monthly,Expired,1,Low,A0039,Corporate
POL004563,C00290,Motor,2024-08-12,2025-08-12,53780.0,1536600.0,Annually,Expired,1,Medium,A0010,Bancassurance
POL004564,C00426,Health,2023-03-05,2024-03-05,57400.0,1000000.0,Annually,Expired,1,Medium,A0097,Referral
POL004565,C00040,Travel,2024-01-27,2024-03-02,8280.0,690200.0,Annually,Expired,1,Medium,A0038,Referral
POL004566,C00551,Travel,2024-04-06,2024-05-17,1500.0,91400.0,Annually,Expired,1,Medium,A0098,Agent
POL004567,C04209,Health,2024-06-05,2025-06-05,24960.0,300000.0,Annually,Lapsed,1,High,A0088,Referral
POL004568,C00035,Home,2025-04-04,2035-04-04,3380.0,1809500.0,Annually,Active,10,Low,A0046,Bancassurance
POL004569,C03966,Life,2025-07-21,2040-07-21,37040.0,2085000.0,Monthly,Active,15,Low,A0095,Corporate
POL004570,C01450,Life,2025-02-26,2035-02-26,45500.0,2880000.0,Quarterly,Active,10,Medium,A0014,Online
POL004571,C04496,Health,2023-03-30,2024-03-28,37650.0,750000.0,Monthly,Expired,1,Medium,A0074,Online
POL004572,C01823,Health,2024-08-26,2027-08-26,63240.0,1500000.0,Monthly,Active,3,Low,A0051,Agent
POL004573,C03578,Health,2024-09-14,2027-09-14,15780.0,300000.0,Annually,Active,3,Medium,A0070,Corporate
POL004574,C03014,Home,2023-06-14,2038-06-14,9310.0,4979300.0,Annually,Active,15,Low,A0008,Agent
POL004575,C04841,Motor,2023-10-17,2024-10-16,22890.0,653900.0,Annually,Expired,1,Medium,A0043,Corporate
POL004576,C01104,Health,2024-05-23,2025-05-23,10960.0,300000.0,Monthly,Expired,1,Low,A0084,Agent
POL004577,C00899,Health,2024-07-28,2027-07-28,37600.0,1000000.0,Annually,Active,3,Medium,A0008,Corporate
POL004578,C02561,Health,2024-01-10,2027-01-10,24440.0,500000.0,Monthly,Active,3,High,A0030,Corporate
POL004579,C04332,Life,2025-08-06,2050-08-06,41540.0,2188400.0,Monthly,Lapsed,25,High,A0031,Referral
POL004580,C02850,Life,2023-03-31,2038-03-28,40850.0,2985200.0,Monthly,Active,15,Low,A0094,Agent
POL004581,C00150,Life,2023-10-18,2038-10-18,44610.0,3119400.0,Monthly,Active,15,Medium,A0023,Agent
POL004582,C02025,Motor,2025-07-14,2026-07-14,41460.0,1184600.0,Annually,Lapsed,1,Medium,A0071,Online
POL004583,C00474,Health,2025-06-16,2026-06-16,42150.0,750000.0,Monthly,Active,1,Medium,A0098,Bancassurance
POL004584,C03142,Health,2024-03-25,2026-03-25,20100.0,300000.0,Monthly,Active,2,Medium,A0006,Agent
POL004585,C00730,Health,2025-01-26,2026-01-26,41650.0,1000000.0,Quarterly,Lapsed,1,Low,A0090,Bancassurance
POL004586,C01666,Motor,2024-03-03,2025-03-03,9270.0,264900.0,Annually,Expired,1,Medium,A0054,Agent
POL004587,C00852,Motor,2024-07-23,2025-07-23,40340.0,1152700.0,Annually,Lapsed,1,Medium,A0057,Online
POL004588,C03778,Life,2025-07-01,2045-07-01,31560.0,1890000.0,Monthly,Active,20,Medium,A0065,Agent
POL004589,C02121,Health,2023-06-20,2025-06-20,47100.0,750000.0,Quarterly,Expired,2,Medium,A0079,Online
POL004590,C03886,Health,2024-07-18,2025-07-18,12650.0,300000.0,Annually,Expired,1,Low,A0061,Bancassurance
POL004591,C03236,Health,2024-06-24,2027-06-24,10960.0,300000.0,Monthly,Active,3,Low,A0006,Online
POL004592,C04476,Life,2025-09-02,2035-09-02,63290.0,3039000.0,Annually,Active,10,Low,A0037,Corporate
POL004593,C01767,Home,2025-05-27,2030-05-27,8520.0,3872000.0,Annually,Lapsed,5,Medium,A0014,Agent
POL004594,C03149,Health,2025-07-14,2028-07-14,68100.0,1500000.0,Quarterly,Lapsed,3,Medium,A0040,Agent
POL004595,C04245,Life,2024-04-18,2044-04-18,30100.0,1980000.0,Annually,Active,20,Medium,A0082,Agent
POL004596,C04328,Motor,2023-12-21,2024-12-20,18370.0,524700.0,Annually,Expired,1,Medium,A0074,Online
POL004597,C03221,Health,2025-01-03,2026-01-03,21500.0,500000.0,Monthly,Active,1,Medium,A0031,Online
POL004598,C00434,Life,2023-04-02,2033-04-02,36210.0,1957400.0,Quarterly,Active,10,Medium,A0089,Online
POL004599,C00282,Motor,2023-07-27,2024-07-26,20350.0,684200.0,Annually,Expired,1,Low,A0023,Bancassurance
POL004600,C02162,Life,2025-04-25,2040-04-25,73440.0,4102700.0,Monthly,Active,15,Medium,A0078,Agent
POL004601,C00042,Home,2024-07-16,2039-07-16,10680.0,4856400.0,Annually,Active,15,Medium,A0100,Online
POL004602,C02170,Health,2024-10-16,2025-10-16,45730.0,1000000.0,Monthly,Lapsed,1,Low,A0011,Referral
POL004603,C00307,Home,2024-02-06,2039-02-06,4490.0,2400700.0,Annually,Active,15,Low,A0028,Agent
POL004604,C03056,Travel,2025-07-26,2025-08-13,6370.0,624400.0,Annually,Expired,1,Low,A0091,Online
POL004605,C04104,Life,2024-09-02,2044-09-02,63170.0,2820000.0,Monthly,Active,20,Medium,A0079,Agent
POL004606,C02717,Motor,2024-03-14,2025-03-14,33170.0,729000.0,Annually,Expired,1,High,A0011,Agent
POL004607,C02438,Motor,2023-01-22,2024-01-22,42250.0,1207200.0,Annually,Expired,1,Medium,A0087,Online
POL004608,C00164,Health,2024-12-14,2025-12-14,28560.0,750000.0,Quarterly,Expired,1,Low,A0032,Corporate
POL004609,C04342,Motor,2023-10-22,2024-10-21,61020.0,1743400.0,Annually,Lapsed,1,Medium,A0011,Agent
